"hanzi","part_symbol","relation","position"
"熣","崔","component","2"
"熣","火","component","1"
"熤","火","component","1"
"熤","翌","component","2"
"熥","火","component","1"
"熥","通","component","2"
"熦","火","component","1"
"熦","雀","component","2"
"熧","從","component","1"
"熧","火","component","2"
"熨","尉","component","1"
"熨","火","component","2"
"熩","扈","component","2"
"熩","火","component","1"
"熪","火","component","1"
"熪","移","component","2"
"熫","庶","component","2"
"熫","火","component","1"
"熬","敖","component","1"
"熬","灬","component","2"
"熭","彗","component","1"
"熭","火","component","2"
"熮","火","component","1"
"熮","翏","component","2"
"熯","火","component","1"
"熰","區","component","2"
"熰","火","component","1"
"熱","埶","component","1"
"熱","灬","component","2"
"熲","火","component","1"
"熲","頃","component","2"
"熳","曼","component","2"
"熳","火","component","1"
"熴","崑","component","2"
"熴","火","component","1"
"熵","商","component","2"
"熵","火","component","1"
"熶","最","component","2"
"熶","火","component","1"
"熷","曾","component","2"
"熷","火","component","1"
"熸","朁","component","2"
"熸","火","component","1"
"熹","喜","component","1"
"熹","灬","component","2"
"熺","喜","component","2"
"熺","火","component","1"
"熻","火","component","1"
"熻","翕","component","2"
"熼","火","component","1"
"熼","異","component","2"
"熽","火","component","1"
"熽","肅","component","2"
"熾","戠","component","2"
"熾","火","component","1"
"熿","火","component","1"
"熿","黄","component","2"
"燀","單","component","2"
"燀","火","component","1"
"燁","火","component","1"
"燁","華","component","2"
"燂","火","component","1"
"燂","覃","component","2"
"燃","火","component","1"
"燃","然","component","2"
"燄","炎","component","2"
"燄","臽","component","1"
"燅","坴","component","1"
"燅","炎","component","2"
"燆","喬","component","2"
"燆","火","component","1"
"燇","尊","component","2"
"燇","火","component","1"
"燈","火","component","1"
"燈","登","component","2"
"燉","敦","component","2"
"燉","火","component","1"
"燊","木","component","2"
"燊","焱","component","1"
"燋","火","component","1"
"燋","焦","component","2"
"燌","火","component","1"
"燌","賁","component","2"
"燍","斯","component","2"
"燍","火","component","1"
"燎","尞","component","2"
"燎","火","component","1"
"燏","火","component","1"
"燏","矞","component","2"
"燐","火","component","1"
"燐","粦","component","2"
"燑","火","component","1"
"燑","童","component","2"
"燒","堯","component","2"
"燒","火","component","1"
"燓","棥","component","1"
"燓","火","component","2"
"燔","火","component","1"
"燔","番","component","2"
"燕","灬","component","1"
"燖","尋","component","2"
"燖","火","component","1"
"燗","火","component","1"
"燗","閒","component","2"
"燘","火","component","1"
"燘","閔","component","2"
"燙","湯","component","1"
"燙","火","component","2"
"燚","火","component","1"
"燛","火","component","2"
"燛","臦","component","1"
"燜","悶","component","2"
"燜","火","component","1"
"燝","景","component","2"
"燝","火","component","1"
"燞","灬","component","1"
"營","呂","component","2"
"營","炏","component","1"
"燠","奧","component","2"
"燠","火","component","1"
"燡","火","component","1"
"燡","睪","component","2"
"燢","火","component","1"
"燣","火","component","1"
"燣","稟","component","2"
"燤","火","component","1"
"燤","萬","component","2"
"燥","喿","component","2"
"燥","火","component","1"
"燦","火","component","1"
"燦","粲","component","2"
"燧","火","component","1"
"燧","遂","component","2"
"燨","火","component","1"
"燨","義","component","2"
"燩","敫","component","2"
"燩","火","component","1"
"燪","火","component","1"
"燪","葱","component","2"
"燫","廉","component","2"
"燫","火","component","1"
"燬","毀","component","2"
"燬","火","component","1"
"燭","火","component","1"
"燭","蜀","component","2"
"燮","又","component","1"
"燯","火","component","1"
"燯","零","component","2"
"燰","愛","component","2"
"燰","火","component","1"
"燱","意","component","2"
"燱","火","component","1"
"燲","火","component","1"
"燲","䝱","component","2"
"燳","火","component","1"
"燳","照","component","2"
"燴","會","component","2"
"燴","火","component","1"
"燵","火","component","1"
"燵","達","component","2"
"燶","火","component","1"
"燶","農","component","2"
"燷","火","component","1"
"燷","禀","component","2"
"燸","火","component","1"
"燸","需","component","2"
"燹","火","component","2"
"燹","豕","component","1"
"燺","槀","component","2"
"燺","火","component","1"
"燻","火","component","1"
"燻","熏","component","2"
"燼","火","component","1"
"燼","盡","component","2"
"燽","壽","component","2"
"燽","火","component","1"
"燾","壽","component","1"
"燾","灬","component","2"
"燿","火","component","1"
"燿","翟","component","2"
"爀","火","component","1"
"爀","赫","component","2"
"爁","火","component","1"
"爁","監","component","2"
"爂","火","component","1"
"爃","榮","component","2"
"爃","火","component","1"
"爄","厲","component","2"
"爄","火","component","1"
"爅","墨","component","2"
"爅","火","component","1"
"爆","暴","component","2"
"爆","火","component","1"
"爇","熱","component","2"
"爇","艹","component","1"
"爈","慮","component","2"
"爈","火","component","1"
"爉","巤","component","2"
"爉","火","component","1"
"爊","火","component","1"
"爊","麃","component","2"
"爋","勲","component","2"
"爋","火","component","1"
"爌","廣","component","2"
"爌","火","component","1"
"爍","樂","component","2"
"爍","火","component","1"
"爎","寮","component","2"
"爎","火","component","1"
"爏","歷","component","2"
"爏","火","component","1"
"爐","火","component","1"
"爐","盧","component","2"
"爑","火","component","1"
"爑","蕉","component","2"
"爒","尞","component","2"
"爒","炙","component","1"
"爓","火","component","1"
"爓","閻","component","2"
"爔","火","component","1"
"爔","羲","component","2"
"爕","火","component","1"
"爖","火","component","1"
"爖","龍","component","2"
"爗","曅","component","2"
"爗","火","component","1"
"爘","火","component","1"
"爘","餐","component","2"
"爙","火","component","1"
"爙","襄","component","2"
"爚","火","component","1"
"爚","龠","component","2"
"爛","火","component","1"
"爛","闌","component","2"
"爜","叢","component","2"
"爜","火","component","1"
"爝","火","component","1"
"爝","爵","component","2"
"爞","火","component","1"
"爞","蟲","component","2"
"爟","火","component","1"
"爟","雚","component","2"
"爠","火","component","1"
"爠","瞿","component","2"
"爡","火","component","1"
"爡","蠆","component","2"
"爢","灬","component","2"
"爢","靡","component","1"
"爣","火","component","1"
"爣","黨","component","2"
"爤","火","component","1"
"爤","蘭","component","2"
"爥","屬","component","2"
"爥","火","component","1"
"爦","火","component","1"
"爦","覽","component","2"
"爧","火","component","1"
"爧","靈","component","2"
"爩","火","component","1"
"爩","鬱","component","2"
"爬","巴","component","2"
"爬","爪","component","1"
"爭","爫","component","1"
"爭","肀","component","2"
"爮","包","component","2"
"爮","爪","component","1"
"爯","冉","component","2"
"爯","爫","component","1"
"爰","叐","component","2"
"爰","爫","component","1"
"爱","友","component","2"
"爱","爫","component","1"
"爲","爫","component","1"
"爳","了","component","2"
"爳","爲","component","1"
"爴","國","component","1"
"爴","爪","component","2"
"爵","爫","component","1"
"爷","卩","component","2"
"爷","父","component","1"
"爸","巴","component","2"
"爸","父","component","1"
"爹","多","component","2"
"爹","父","component","1"
"爺","父","component","1"
"爺","耶","component","2"
"爻","乂","component","1"
"爼","且","component","2"
"爼","爻","component","1"
"爽","大","component","1"
"爽","㸚","component","2"
"牀","木","component","2"
"牀","爿","component","1"
"牁","可","component","2"
"牁","爿","component","1"
"牂","爿","component","1"
"牂","羊","component","2"
"牃","枼","component","2"
"牃","爿","component","1"
"牄","倉","component","2"
"牄","爿","component","1"
"牅","庸","component","2"
"牅","爿","component","1"
"牆","嗇","component","2"
"牆","爿","component","1"
"版","反","component","2"
"版","片","component","1"
"牉","半","component","2"
"牉","片","component","1"
"牊","召","component","2"
"牊","片","component","1"
"牋","戔","component","2"
"牋","片","component","1"
"牌","卑","component","2"
"牌","片","component","1"
"牍","卖","component","2"
"牍","片","component","1"
"牎","怱","component","2"
"牎","片","component","1"
"牏","俞","component","2"
"牏","片","component","1"
"牐","片","component","1"
"牐","臿","component","2"
"牑","扁","component","2"
"牑","片","component","1"
"牒","枼","component","2"
"牒","片","component","1"
"牓","旁","component","2"
"牓","片","component","1"
"牔","尃","component","2"
"牔","片","component","1"
"牕","悤","component","2"
"牕","片","component","1"
"牖","片","component","1"
"牗","庸","component","2"
"牗","片","component","1"
"牘","片","component","1"
"牘","賣","component","2"
"牚","尚","component","1"
"牚","牙","component","2"
"牝","匕","component","2"
"牝","牜","component","1"
"牞","力","component","2"
"牞","牜","component","1"
"牟","厶","component","1"
"牟","牛","component","2"
"牠","也","component","2"
"牠","牜","component","1"
"牡","土","component","2"
"牡","牜","component","1"
"牢","宀","component","1"
"牢","牛","component","2"
"牣","刃","component","2"
"牣","牜","component","1"
"牤","亡","component","2"
"牤","牜","component","1"
"牥","方","component","2"
"牥","牜","component","1"
"牦","毛","component","2"
"牦","牜","component","1"
"牧","攵","component","2"
"牧","牜","component","1"
"牨","亢","component","2"
"牨","牜","component","1"
"物","勿","component","2"
"物","牜","component","1"
"牪","牛","component","2"
"牪","牜","component","1"
"牫","戈","component","2"
"牫","牜","component","1"
"牬","牜","component","1"
"牭","四","component","2"
"牭","牜","component","1"
"牮","代","component","1"
"牮","牛","component","2"
"牯","古","component","2"
"牯","牜","component","1"
"牰","牜","component","1"
"牰","由","component","2"
"牱","可","component","2"
"牱","牜","component","1"
"牲","牜","component","1"
"牲","生","component","2"
"牳","母","component","2"
"牳","牜","component","1"
"牴","氐","component","2"
"牴","牜","component","1"
"牵","大","component","1"
"牵","牛","component","2"
"牶","牛","component","2"
"牶","龹","component","1"
"牷","全","component","2"
"牷","牜","component","1"
"牸","字","component","2"
"牸","牜","component","1"
"特","寺","component","2"
"特","牜","component","1"
"牺","牜","component","1"
"牺","西","component","2"
"牻","尨","component","2"
"牻","牜","component","1"
"牼","巠","component","2"
"牼","牜","component","1"
"牽","牛","component","1"
"牾","吾","component","2"
"牾","牜","component","1"
"牿","告","component","2"
"牿","牜","component","1"
"犀","牛","component","1"
"犁","利","component","1"
"犁","牛","component","2"
"犂","牛","component","1"
"犃","咅","component","2"
"犃","牜","component","1"
"犄","奇","component","2"
"犄","牜","component","1"
"犅","岡","component","2"
"犅","牜","component","1"
