"hanzi","part_symbol","relation","position"
"漻","氵","component","1"
"漻","翏","component","2"
"漼","崔","component","2"
"漼","氵","component","1"
"漽","氵","component","1"
"漽","犀","component","2"
"漾","氵","component","1"
"漾","羕","component","2"
"漿","將","component","1"
"漿","水","component","2"
"潀","氵","component","1"
"潀","眾","component","2"
"潁","水","component","1"
"潁","頃","component","2"
"潂","氵","component","1"
"潃","氵","component","1"
"潃","脩","component","2"
"潄","敕","component","2"
"潄","氵","component","1"
"潅","汄","component","1"
"潅","隹","component","2"
"潆","氵","component","1"
"潆","萦","component","2"
"潇","氵","component","1"
"潇","萧","component","2"
"潈","氵","component","1"
"潉","崑","component","2"
"潉","氵","component","1"
"潊","敍","component","2"
"潊","氵","component","1"
"潋","敛","component","2"
"潋","氵","component","1"
"潌","氵","component","1"
"潌","窒","component","2"
"潍","氵","component","1"
"潍","维","component","2"
"潎","敝","component","2"
"潎","氵","component","1"
"潏","氵","component","1"
"潏","矞","component","2"
"潐","氵","component","1"
"潐","焦","component","2"
"潑","氵","component","1"
"潑","發","component","2"
"潒","氵","component","1"
"潒","象","component","2"
"潓","惠","component","2"
"潓","氵","component","1"
"潔","氵","component","1"
"潔","絜","component","2"
"潕","氵","component","1"
"潕","無","component","2"
"潖","氵","component","1"
"潖","琶","component","2"
"潗","氵","component","1"
"潗","集","component","2"
"潘","氵","component","1"
"潘","番","component","2"
"潙","氵","component","1"
"潙","爲","component","2"
"潚","氵","component","1"
"潚","肅","component","2"
"潛","朁","component","2"
"潛","氵","component","1"
"潜","替","component","2"
"潜","氵","component","1"
"潝","氵","component","1"
"潝","翕","component","2"
"潞","氵","component","1"
"潞","路","component","2"
"潟","氵","component","1"
"潟","舄","component","2"
"潠","巽","component","2"
"潠","氵","component","1"
"潡","敦","component","2"
"潡","氵","component","1"
"潢","氵","component","1"
"潢","黄","component","2"
"潣","氵","component","1"
"潣","閔","component","2"
"潤","氵","component","1"
"潤","閏","component","2"
"潥","氵","component","1"
"潥","粟","component","2"
"潦","尞","component","2"
"潦","氵","component","1"
"潧","曾","component","2"
"潧","氵","component","1"
"潨","氵","component","1"
"潨","衆","component","2"
"潩","氵","component","1"
"潩","異","component","2"
"潪","智","component","2"
"潪","氵","component","1"
"潫","氵","component","1"
"潫","絭","component","2"
"潬","單","component","2"
"潬","氵","component","1"
"潭","氵","component","1"
"潭","覃","component","2"
"潮","朝","component","2"
"潮","氵","component","1"
"潯","尋","component","2"
"潯","氵","component","1"
"潰","氵","component","1"
"潰","貴","component","2"
"潱","壹","component","2"
"潱","氵","component","1"
"潲","氵","component","1"
"潲","稍","component","2"
"潳","屠","component","2"
"潳","氵","component","1"
"潴","氵","component","1"
"潴","猪","component","2"
"潵","散","component","2"
"潵","氵","component","1"
"潶","氵","component","1"
"潶","黑","component","2"
"潷","氵","component","1"
"潷","筆","component","2"
"潸","氵","component","1"
"潹","森","component","2"
"潹","氵","component","1"
"潺","孱","component","2"
"潺","氵","component","1"
"潻","氵","component","1"
"潻","黍","component","2"
"潼","氵","component","1"
"潼","童","component","2"
"潽","普","component","2"
"潽","氵","component","1"
"潾","氵","component","1"
"潾","粦","component","2"
"潿","圍","component","2"
"潿","氵","component","1"
"澀","歰","component","2"
"澀","氵","component","1"
"澁","歮","component","2"
"澁","氵","component","1"
"澂","氵","component","1"
"澃","水","component","2"
"澃","須","component","1"
"澄","氵","component","1"
"澄","登","component","2"
"澅","氵","component","1"
"澅","畫","component","2"
"澆","堯","component","2"
"澆","氵","component","1"
"澇","勞","component","2"
"澇","氵","component","1"
"澈","氵","component","1"
"澉","敢","component","2"
"澉","氵","component","1"
"澊","尊","component","2"
"澊","氵","component","1"
"澋","景","component","2"
"澋","氵","component","1"
"澌","斯","component","2"
"澌","氵","component","1"
"澍","尌","component","2"
"澍","氵","component","1"
"澎","彭","component","2"
"澎","氵","component","1"
"澏","嵒","component","2"
"澏","氵","component","1"
"澐","氵","component","1"
"澐","雲","component","2"
"澑","氵","component","1"
"澑","畱","component","2"
"澒","氵","component","1"
"澒","項","component","2"
"澓","復","component","2"
"澓","氵","component","1"
"澔","氵","component","1"
"澔","皓","component","2"
"澕","氵","component","1"
"澕","華","component","2"
"澖","氵","component","1"
"澖","閑","component","2"
"澗","氵","component","1"
"澗","間","component","2"
"澘","氵","component","1"
"澙","氵","component","1"
"澙","舄","component","2"
"澚","氵","component","1"
"澛","氵","component","1"
"澛","鲁","component","2"
"澜","氵","component","1"
"澜","阑","component","2"
"澝","氵","component","1"
"澝","甯","component","2"
"澞","氵","component","1"
"澞","虞","component","2"
"澟","氵","component","1"
"澟","稟","component","2"
"澠","氵","component","1"
"澠","黽","component","2"
"澡","喿","component","2"
"澡","氵","component","1"
"澢","氵","component","1"
"澢","當","component","2"
"澣","幹","component","2"
"澣","氵","component","1"
"澤","氵","component","1"
"澤","睪","component","2"
"澥","氵","component","1"
"澥","解","component","2"
"澦","氵","component","1"
"澦","預","component","2"
"澧","氵","component","1"
"澧","豊","component","2"
"澨","氵","component","1"
"澨","筮","component","2"
"澩","水","component","1"
"澪","氵","component","1"
"澪","零","component","2"
"澫","氵","component","1"
"澫","萬","component","2"
"澬","氵","component","1"
"澬","資","component","2"
"澭","氵","component","1"
"澭","雍","component","2"
"澮","會","component","2"
"澮","氵","component","1"
"澯","氵","component","1"
"澯","粲","component","2"
"澰","僉","component","2"
"澰","氵","component","1"
"澱","殿","component","2"
"澱","氵","component","1"
"澲","業","component","2"
"澲","氵","component","1"
"澳","奧","component","2"
"澳","氵","component","1"
"澴","氵","component","1"
"澴","睘","component","2"
"澵","新","component","2"
"澵","氵","component","1"
"澶","亶","component","2"
"澶","氵","component","1"
"澷","氵","component","1"
"澷","㬅","component","2"
"澸","感","component","2"
"澸","氵","component","1"
"澹","氵","component","1"
"澹","詹","component","2"
"澺","意","component","2"
"澺","氵","component","1"
"澻","氵","component","1"
"澻","遂","component","2"
"澼","氵","component","1"
"澼","辟","component","2"
"澽","氵","component","1"
"澽","豦","component","2"
"澾","氵","component","1"
"澾","達","component","2"
"澿","氵","component","1"
"澿","禁","component","2"
"激","敫","component","2"
"激","氵","component","1"
"濁","氵","component","1"
"濁","蜀","component","2"
"濂","廉","component","2"
"濂","氵","component","1"
"濃","氵","component","1"
"濃","農","component","2"
"濄","氵","component","1"
"濄","過","component","2"
"濅","氵","component","1"
"濆","氵","component","1"
"濆","賁","component","2"
"濇","嗇","component","2"
"濇","氵","component","1"
"濈","戢","component","2"
"濈","氵","component","1"
"濉","氵","component","1"
"濉","睢","component","2"
"濊","歲","component","2"
"濊","氵","component","1"
"濋","楚","component","2"
"濋","氵","component","1"
"濌","沓","component","2"
"濌","重","component","1"
"濍","氵","component","1"
"濍","葱","component","2"
"濎","氵","component","1"
"濎","鼎","component","2"
"濏","氵","component","1"
"濏","瑟","component","2"
"濐","暑","component","2"
"濐","氵","component","1"
"濑","氵","component","1"
"濑","赖","component","2"
"濒","氵","component","1"
"濒","频","component","2"
"濓","亷","component","2"
"濓","氵","component","1"
"濔","氵","component","1"
"濔","爾","component","2"
"濕","氵","component","1"
"濕","㬎","component","2"
"濖","氵","component","1"
"濖","署","component","2"
"濗","幕","component","2"
"濗","氵","component","1"
"濘","寜","component","2"
"濘","氵","component","1"
"濙","氵","component","1"
"濙","熒","component","2"
"濚","榮","component","2"
"濚","氵","component","1"
"濛","氵","component","1"
"濛","蒙","component","2"
"濜","氵","component","1"
"濜","盡","component","2"
"濝","氵","component","1"
"濝","綦","component","2"
"濞","氵","component","1"
"濞","鼻","component","2"
"濟","氵","component","1"
"濟","齊","component","2"
"濠","氵","component","1"
"濠","豪","component","2"
"濡","氵","component","1"
"濡","需","component","2"
"濢","氵","component","1"
"濢","翠","component","2"
"濣","斡","component","2"
"濣","氵","component","1"
"濤","壽","component","2"
"濤","氵","component","1"
"濥","夤","component","2"
"濥","氵","component","1"
"濦","氵","component","1"
"濧","對","component","2"
"濧","氵","component","1"
"濨","慈","component","2"
"濨","氵","component","1"
"濩","氵","component","1"
"濩","蒦","component","2"
"濪","氵","component","1"
"濪","靘","component","2"
"濫","氵","component","1"
"濫","監","component","2"
"濬","氵","component","1"
"濬","睿","component","2"
"濭","氵","component","1"
"濭","蓋","component","2"
"濮","僕","component","2"
"濮","氵","component","1"
"濯","氵","component","1"
"濯","翟","component","2"
"濰","氵","component","1"
"濰","維","component","2"
"濱","氵","component","1"
"濱","賓","component","2"
"濲","榖","component","2"
"濲","氵","component","1"
"濳","氵","component","1"
"濳","㬱","component","2"
"濴","氵","component","1"
"濴","滎","component","2"
"濵","氵","component","1"
"濵","賔","component","2"
"濶","氵","component","1"
"濶","䦚","component","2"
"濷","水","component","1"
"濷","滿","component","2"
"濸","氵","component","1"
"濸","蒼","component","2"
"濹","墨","component","2"
"濹","氵","component","1"
"濺","氵","component","1"
"濺","賤","component","2"
"濻","氵","component","1"
"濻","隤","component","2"
"濼","樂","component","2"
"濼","氵","component","1"
"濽","氵","component","1"
"濽","賛","component","2"
"濾","慮","component","2"
"濾","氵","component","1"
"濿","厲","component","2"
"濿","氵","component","1"
"瀀","憂","component","2"
"瀀","氵","component","1"
"瀁","氵","component","1"
"瀁","飬","component","2"
"瀂","氵","component","1"
"瀂","魯","component","2"
"瀃","氵","component","1"
"瀃","賜","component","2"
"瀄","氵","component","1"
"瀄","節","component","2"
"瀅","氵","component","1"
"瀅","瑩","component","2"
"瀆","氵","component","1"
"瀆","賣","component","2"
"瀇","廣","component","2"
"瀇","氵","component","1"
"瀈","氵","component","1"
"瀈","翬","component","2"
"瀉","寫","component","2"
"瀉","氵","component","1"
"瀊","氵","component","1"
"瀊","盤","component","2"
"瀋","審","component","2"
"瀋","氵","component","1"
"瀌","氵","component","1"
"瀌","麃","component","2"
"瀍","廛","component","2"
"瀍","氵","component","1"
"瀎","氵","component","1"
"瀎","蔑","component","2"
"瀏","劉","component","2"
"瀏","氵","component","1"
"瀐","氵","component","1"
"瀐","韯","component","2"
"瀑","暴","component","2"
"瀑","氵","component","1"
"瀒","氵","component","1"
"瀓","徵","component","2"
"瀓","氵","component","1"
"瀔","氵","component","1"
"瀔","穀","component","2"
"瀕","氵","component","1"
"瀕","頻","component","2"
"瀖","氵","component","1"
"瀖","霍","component","2"
"瀗","憲","component","2"
"瀗","氵","component","1"
"瀘","氵","component","1"
"瀘","盧","component","2"
"瀙","氵","component","1"
"瀙","親","component","2"
"瀚","氵","component","1"
"瀚","翰","component","2"
"瀛","嬴","component","2"
"瀛","氵","component","1"
"瀜","氵","component","1"
"瀜","融","component","2"
"瀝","歷","component","2"
"瀝","氵","component","1"
"瀞","氵","component","1"
"瀞","静","component","2"
"瀟","氵","component","1"
"瀟","蕭","component","2"
"瀠","氵","component","1"
"瀠","縈","component","2"
"瀡","氵","component","1"
"瀡","隨","component","2"
"瀢","氵","component","1"
"瀢","遺","component","2"
"瀣","氵","component","1"
"瀣","餐","component","2"
"瀤","氵","component","1"
"瀤","褱","component","2"
"瀥","氵","component","1"
"瀥","翯","component","2"
"瀦","氵","component","1"
"瀦","豬","component","2"
"瀧","氵","component","1"
"瀧","龍","component","2"
"瀨","氵","component","1"
"瀨","賴","component","2"
"瀩","氵","component","1"
"瀩","頽","component","2"
"瀪","敏","component","1"
"瀪","泉","component","2"
"瀫","氵","component","1"
"瀫","縠","component","2"
"瀬","涑","component","1"
"瀬","頁","component","2"
"瀭","氵","component","1"
"瀭","輸","component","2"
"瀮","氵","component","1"
"瀮","霖","component","2"
"瀯","氵","component","1"
"瀯","營","component","2"
"瀰","彌","component","2"
"瀰","氵","component","1"
"瀱","氵","component","1"
"瀱","罽","component","2"
"瀲","斂","component","2"
"瀲","氵","component","1"
"瀳","氵","component","1"
"瀳","薦","component","2"
"瀴","嬰","component","2"
"瀴","氵","component","1"
"瀵","氵","component","1"
"瀵","糞","component","2"
"瀶","氵","component","1"
"瀶","臨","component","2"
"瀷","氵","component","1"
"瀷","翼","component","2"
"瀸","氵","component","1"
"瀸","韱","component","2"
"瀹","氵","component","1"
"瀹","龠","component","2"
"瀺","毚","component","2"
"瀺","氵","component","1"
"瀻","戴","component","2"
"瀻","氵","component","1"
"瀼","氵","component","1"
"瀼","襄","component","2"
"瀽","氵","component","1"
"瀽","蹇","component","2"
"瀾","氵","component","1"
"瀾","闌","component","2"
"瀿","氵","component","1"
"瀿","繁","component","2"
"灀","氵","component","1"
"灀","霜","component","2"
"灁","氵","component","1"
"灁","闎","component","2"
"灂","氵","component","1"
"灂","爵","component","2"
"灃","氵","component","1"
"灃","豐","component","2"
"灄","氵","component","1"
"灄","聶","component","2"
"灅","壘","component","2"
"灅","氵","component","1"
"灆","氵","component","1"
"灆","藍","component","2"
"灇","叢","component","2"
"灇","氵","component","1"
"灈","氵","component","1"
"灈","瞿","component","2"
"灉","氵","component","1"
"灉","雝","component","2"
"灊","氵","component","1"
"灊","鬵","component","2"
"灋","氵","component","1"
"灌","氵","component","1"
"灌","雚","component","2"
"灍","氵","component","1"
"灍","闕","component","2"
"灎","澧","component","1"
"灎","盍","component","2"
"灏","氵","component","1"
"灏","颢","component","2"
"灐","氵","component","1"
"灐","鎣","component","2"
"灑","氵","component","1"
"灑","麗","component","2"
"灒","氵","component","1"
"灒","贊","component","2"
"灓","水","component","2"
"灓","䜌","component","1"
"灔","氵","component","1"
"灔","艶","component","2"
"灕","氵","component","1"
"灕","離","component","2"
"灖","氵","component","1"
"灖","靡","component","2"
"灗","氵","component","1"
"灗","蟺","component","2"
"灘","氵","component","1"
"灘","難","component","2"
"灙","氵","component","1"
"灙","黨","component","2"
"灚","氵","component","1"
"灚","覺","component","2"
"灛","氵","component","1"
"灛","闡","component","2"
"灜","氵","component","1"
"灜","贏","component","2"
"灝","氵","component","1"
"灝","顥","component","2"
"灞","氵","component","1"
"灞","霸","component","2"
"灟","屬","component","2"
"灟","氵","component","1"
"灠","氵","component","1"
"灠","覽","component","2"
"灡","氵","component","1"
"灡","蘭","component","2"
"灢","囊","component","2"
"灢","氵","component","1"
"灣","彎","component","2"
"灣","氵","component","1"
"灤","欒","component","2"
"灤","氵","component","1"
"灥","泉","component","1"
"灦","氵","component","1"
"灦","顯","component","2"
"灧","灃","component","1"
"灧","色","component","2"
"灨","氵","component","1"
"灨","贛","component","2"
"灩","氵","component","1"
"灩","豔","component","2"
"灪","氵","component","1"
"灪","鬱","component","2"
"灭","一","component","1"
"灭","火","component","2"
"灮","儿","component","2"
"灮","火","component","1"
"灯","丁","component","2"
"灯","火","component","1"
"灰","厂","component","1"
"灰","火","component","2"
"灱","刀","component","2"
"灱","火","component","1"
"灲","刂","component","2"
"灲","火","component","1"
"灳","勹","component","1"
"灳","火","component","2"
"灴","工","component","2"
"灴","火","component","1"
"灵","彐","component","1"
"灵","火","component","2"
"灶","土","component","2"
"灶","火","component","1"
"灷","廾","component","2"
"灷","火","component","1"
"灸","久","component","1"
"灸","火","component","2"
"灹","乇","component","2"
"灹","火","component","1"
"灺","也","component","2"
"灺","火","component","1"
"灻","土","component","1"
"灻","火","component","2"
"灼","勺","component","2"
"灼","火","component","1"
"災","巛","component","1"
"災","火","component","2"
"灾","宀","component","1"
"灾","火","component","2"
"灿","山","component","2"
"灿","火","component","1"
"炀","火","component","1"
"炁","旡","component","1"
"炁","灬","component","2"
"炂","公","component","2"
"炂","火","component","1"
"炃","分","component","1"
"炃","火","component","2"
"炄","丑","component","2"
"炄","火","component","1"
"炅","日","component","1"
"炅","火","component","2"
"炆","文","component","2"
"炆","火","component","1"
"炇","攵","component","2"
"炇","火","component","1"
"炈","殳","component","2"
"炈","火","component","1"
"炉","戸","component","2"
"炉","火","component","1"
"炊","欠","component","2"
"炊","火","component","1"
"炋","不","component","2"
"炋","火","component","1"
"炌","介","component","2"
"炌","火","component","1"
"炍","反","component","2"
"炍","火","component","1"
"炎","火","component","1"
"炏","火","component","1"
"炐","丰","component","2"
"炐","火","component","1"
"炑","木","component","2"
"炑","火","component","1"
"炒","少","component","2"
"炒","火","component","1"
"炓","斗","component","2"
"炓","火","component","1"
"炔","夬","component","2"
"炔","火","component","1"
"炕","亢","component","2"
"炕","火","component","1"
"炖","屯","component","2"
"炖","火","component","1"
"炗","廿","component","1"
"炗","火","component","2"
"炘","斤","component","2"
"炘","火","component","1"
"炙","月","component","1"
"炙","火","component","2"
"炚","日","component","1"
"炚","火","component","2"
"炛","化","component","2"
"炛","火","component","1"
"炜","火","component","1"
"炜","韦","component","2"
"炝","仓","component","2"
"炝","火","component","1"
"炞","卞","component","2"
"炞","火","component","1"
"炟","旦","component","2"
"炟","火","component","1"
"炠","火","component","1"
"炠","甲","component","2"
"炡","正","component","2"
"炡","火","component","1"
"炢","术","component","2"
"炢","火","component","1"
"炣","可","component","2"
"炣","火","component","1"
"炤","召","component","2"
"炤","火","component","1"
"炥","弗","component","2"
"炥","火","component","1"
"炦","火","component","1"
"炦","犮","component","2"
"炧","火","component","1"
"炧","㐌","component","2"
"炨","它","component","2"
"炨","火","component","1"
"炩","令","component","2"
"炩","火","component","1"
"炪","出","component","2"
"炪","火","component","1"
"炫","火","component","1"
"炫","玄","component","2"
"炬","巨","component","2"
"炬","火","component","1"
"炭","山","component","1"
"炭","灰","component","2"
"炮","包","component","2"
"炮","火","component","1"
"炯","冋","component","2"
"炯","火","component","1"
"炰","包","component","1"
"炰","灬","component","2"
"炱","台","component","1"
"炱","火","component","2"
"炲","台","component","2"
"炲","火","component","1"
"炳","丙","component","2"
"炳","火","component","1"
"炴","央","component","2"
"炴","火","component","1"
"炵","冬","component","2"
"炵","火","component","1"
"炶","占","component","2"
"炶","火","component","1"
"炷","主","component","2"
"炷","火","component","1"
"炸","乍","component","2"
"炸","火","component","1"
"点","占","component","1"
"点","灬","component","2"
"炻","火","component","1"
"炻","石","component","2"
"炼","火","component","1"
"炽","只","component","2"
"炽","火","component","1"
"炾","兄","component","2"
"炾","火","component","1"
"炿","火","component","1"
"烀","乎","component","2"
"烀","火","component","1"
"烁","乐","component","2"
"烁","火","component","1"
"烂","兰","component","2"
"烂","火","component","1"
"烃","火","component","1"
"烄","交","component","2"
"烄","火","component","1"
"烅","火","component","1"
"烅","血","component","2"
"烆","火","component","1"
"烆","行","component","2"
"烇","全","component","2"
"烇","火","component","1"
"烈","列","component","1"
"烈","灬","component","2"
"烉","火","component","1"
"烊","火","component","1"
"烊","羊","component","2"
"烋","休","component","1"
"烋","灬","component","2"
"烌","休","component","2"
"烌","火","component","1"
"烍","先","component","2"
"烍","火","component","1"
"烎","干","component","1"
"烎","火","component","2"
"烐","火","component","1"
"烐","舟","component","2"
"烑","兆","component","2"
"烑","火","component","1"
"烒","式","component","2"
"烒","火","component","1"
"烓","圭","component","2"
"烓","火","component","1"
"烔","同","component","2"
"烔","火","component","1"
"烕","戌","component","1"
"烕","火","component","2"
"烖","火","component","1"
"烗","亥","component","2"
"烗","火","component","1"
"烘","共","component","2"
"烘","火","component","1"
"烙","各","component","2"
"烙","火","component","1"
"烚","合","component","2"
"烚","火","component","1"
"烛","火","component","1"
"烛","虫","component","2"
"烜","亘","component","2"
"烜","火","component","1"
"烝","丞","component","1"
"烝","灬","component","2"
"烞","朴","component","2"
"烞","火","component","1"
"烟","因","component","2"
"烟","火","component","1"
"烠","有","component","2"
"烠","火","component","1"
"烡","共","component","2"
"烡","火","component","1"
"烢","宅","component","2"
"烢","火","component","1"
"烣","火","component","1"
"烣","灰","component","2"
"烤","火","component","1"
"烤","考","component","2"
"烥","火","component","1"
"烥","臣","component","2"
"烦","火","component","1"
"烦","页","component","2"
"烧","尧","component","2"
"烧","火","component","1"
"烨","华","component","2"
"烨","火","component","1"
"烩","会","component","2"
"烩","火","component","1"
"烪","关","component","2"
"烪","火","component","1"
"烫","汤","component","1"
"烫","火","component","2"
"烬","尽","component","2"
"烬","火","component","1"
"热","执","component","1"
"热","灬","component","2"
"烮","列","component","1"
"烮","火","component","2"
"烯","希","component","2"
"烯","火","component","1"
"烰","孚","component","2"
"烰","火","component","1"
"烱","冏","component","2"
"烱","火","component","1"
"烲","折","component","1"
"烲","火","component","2"
"烳","火","component","1"
"烳","甫","component","2"
"烴","巠","component","2"
"烴","火","component","1"
"烵","火","component","1"
"烵","芍","component","2"
"烶","廷","component","2"
"烶","火","component","1"
"烷","完","component","2"
"烷","火","component","1"
"烸","每","component","2"
"烸","火","component","1"
"烹","亨","component","1"
"烹","灬","component","2"
"烺","火","component","1"
"烺","良","component","2"
"烻","延","component","2"
"烻","火","component","1"
"烼","火","component","1"
"烼","豕","component","2"
"烽","夆","component","2"
"烽","火","component","1"
"烾","土","component","2"
"烾","炎","component","1"
"烿","彤","component","2"
"烿","火","component","1"
"焀","火","component","1"
"焀","谷","component","2"
"焁","吹","component","1"
"焁","火","component","2"
"焂","攸","component","1"
"焂","火","component","2"
"焃","火","component","1"
"焃","赤","component","2"
"焄","君","component","1"
"焄","灬","component","2"
"焅","告","component","2"
"焅","火","component","1"
"焆","火","component","1"
"焆","肙","component","2"
"焇","火","component","1"
"焇","肖","component","2"
"焈","火","component","1"
"焉","正","component","1"
"焊","旱","component","2"
"焊","火","component","1"
"焋","壯","component","1"
"焋","火","component","2"
"焌","夋","component","2"
"焌","火","component","1"
"焍","弟","component","2"
"焍","火","component","1"
"焎","折","component","1"
"焎","灬","component","2"
"焏","灬","component","1"
"焐","吾","component","2"
"焐","火","component","1"
"焑","困","component","2"
"焑","火","component","1"
"焒","吕","component","2"
"焒","火","component","1"
"焓","含","component","2"
"焓","火","component","1"
"焔","火","component","1"
"焕","奂","component","2"
"焕","火","component","1"
"焖","火","component","1"
"焖","闷","component","2"
"焗","局","component","2"
"焗","火","component","1"
"焘","寿","component","1"
"焘","灬","component","2"
"焙","咅","component","2"
"焙","火","component","1"
"焚","木","component","1"
"焚","火","component","2"
"焛","火","component","2"
"焛","門","component","1"
"焜","昆","component","2"
"焜","火","component","1"
"焝","昏","component","2"
"焝","火","component","1"
"焞","享","component","2"
"焞","火","component","1"
"焟","昔","component","2"
"焟","火","component","1"
"焠","卒","component","2"
"焠","火","component","1"
"焢","火","component","1"
"焢","空","component","2"
"焣","取","component","1"
"焣","灬","component","2"
"焤","府","component","1"
"焤","火","component","2"
"焥","宛","component","2"
"焥","火","component","1"
"焦","灬","component","2"
"焦","隹","component","1"
"焧","忩","component","2"
"焧","火","component","1"
"焨","冐","component","2"
"焨","火","component","1"
"焩","朋","component","2"
"焩","火","component","1"
"焪","火","component","1"
"焪","穹","component","2"
"焫","火","component","1"
"焫","芮","component","2"
"焬","易","component","2"
"焬","火","component","1"
"焭","几","component","2"
"焭","炏","component","1"
"焮","欣","component","2"
"焮","火","component","1"
"焯","卓","component","2"
"焯","火","component","1"
"焰","火","component","1"
"焰","臽","component","2"
"焱","火","component","1"
"焲","夜","component","2"
"焲","火","component","1"
"焳","火","component","1"
"焳","隹","component","2"
"焴","火","component","1"
"焴","育","component","2"
"焵","岡","component","2"
"焵","火","component","1"
"然","灬","component","2"
"然","肰","component","1"
"焷","卑","component","2"
"焷","火","component","1"
"焸","日","component","1"
"焸","火","component","2"
"焹","火","component","1"
"焹","罔","component","2"
"焺","昇","component","2"
"焺","火","component","1"
"焻","昌","component","2"
"焻","火","component","1"
"焼","尭","component","2"
"焼","火","component","1"
"焽","明","component","1"
"焽","火","component","2"
"焾","念","component","2"
"焾","火","component","1"
"焿","庚","component","2"
"焿","火","component","1"
"煀","屈","component","2"
"煀","火","component","1"
"煁","火","component","1"
"煁","甚","component","2"
"煂","火","component","1"
"煂","革","component","2"
"煃","奎","component","2"
"煃","火","component","1"
"煄","火","component","1"
"煄","重","component","2"
"煅","段","component","2"
"煅","火","component","1"
"煆","叚","component","2"
"煆","火","component","1"
"煇","火","component","1"
"煇","軍","component","2"
"煈","火","component","1"
"煈","風","component","2"
"煉","東","component","2"
"煉","火","component","1"
"煊","宣","component","2"
"煊","火","component","1"
"煋","星","component","2"
"煋","火","component","1"
"煌","火","component","1"
"煌","皇","component","2"
"煍","火","component","1"
"煍","秋","component","2"
"煎","前","component","1"
"煎","灬","component","2"
"煏","火","component","1"
"煏","畐","component","2"
"煐","火","component","1"
"煐","英","component","2"
"煑","火","component","2"
"煑","者","component","1"
"煒","火","component","1"
"煒","韋","component","2"
"煓","火","component","1"
"煓","耑","component","2"
"煔","占","component","2"
"煔","炎","component","1"
"煕","灬","component","1"
"煖","火","component","1"
"煖","爰","component","2"
"煗","火","component","1"
"煗","耎","component","2"
"煘","咸","component","2"
"煘","火","component","1"
"煙","垔","component","2"
"煙","火","component","1"
"煚","昛","component","1"
"煚","火","component","2"
"煛","火","component","2"
"煛","目","component","1"
"煜","昱","component","2"
"煜","火","component","1"
"煝","火","component","1"
"煝","眉","component","2"
"煞","灬","component","1"
"煟","火","component","1"
"煟","胃","component","2"
"煠","枼","component","2"
"煠","火","component","1"
"煡","建","component","2"
"煡","火","component","1"
"煢","卂","component","2"
"煢","炏","component","1"
"煣","柔","component","2"
"煣","火","component","1"
"煤","某","component","2"
"煤","火","component","1"
"煥","奐","component","2"
"煥","火","component","1"
"煦","昫","component","1"
"煦","灬","component","2"
"照","昭","component","1"
"照","灬","component","2"
"煨","火","component","1"
"煨","畏","component","2"
"煩","火","component","1"
"煩","頁","component","2"
"煪","火","component","1"
"煪","酋","component","2"
"煫","火","component","1"
"煫","㒸","component","2"
"煬","昜","component","2"
"煬","火","component","1"
"煭","灬","component","1"
"煮","灬","component","2"
"煮","者","component","1"
"煯","火","component","1"
"煯","皆","component","2"
"煰","品","component","2"
"煰","火","component","1"
"煱","咼","component","2"
"煱","火","component","1"
"煲","保","component","1"
"煲","火","component","2"
"煳","火","component","1"
"煳","胡","component","2"
"煴","昷","component","2"
"煴","火","component","1"
"煵","南","component","2"
"煵","火","component","1"
"煶","是","component","2"
"煶","火","component","1"
"煷","亮","component","2"
"煷","火","component","1"
"煸","扁","component","2"
"煸","火","component","1"
"煹","冓","component","2"
"煹","火","component","1"
"煺","火","component","1"
"煺","退","component","2"
"煻","唐","component","2"
"煻","火","component","1"
"煼","火","component","1"
"煼","芻","component","2"
"煽","扇","component","2"
"煽","火","component","1"
"煾","恩","component","2"
"煾","火","component","1"
"煿","尃","component","2"
"煿","火","component","1"
"熀","晃","component","2"
"熀","火","component","1"
"熁","火","component","1"
"熁","脅","component","2"
"熂","氣","component","2"
"熂","火","component","1"
"熃","務","component","1"
"熃","火","component","2"
"熄","息","component","2"
"熄","火","component","1"
"熅","火","component","1"
"熆","火","component","1"
"熆","盍","component","2"
"熇","火","component","1"
"熇","高","component","2"
"熈","灬","component","1"
"熉","員","component","2"
"熉","火","component","1"
"熊","灬","component","2"
"熊","能","component","1"
"熋","火","component","2"
"熋","能","component","1"
"熌","火","component","1"
"熌","閃","component","2"
"熍","宫","component","2"
"熍","火","component","1"
"熎","火","component","1"
"熎","䍃","component","2"
"熏","灬","component","1"
"熐","冥","component","2"
"熐","火","component","1"
"熑","兼","component","2"
"熑","火","component","1"
"熒","火","component","2"
"熒","炏","component","1"
"熓","火","component","1"
"熓","烏","component","2"
"熔","容","component","2"
"熔","火","component","1"
"熕","火","component","1"
"熕","貢","component","2"
"熖","火","component","1"
"熖","舀","component","2"
"熗","倉","component","2"
"熗","火","component","1"
"熘","火","component","1"
"熘","留","component","2"
"熙","巸","component","1"
"熙","灬","component","2"
"熚","火","component","1"
"熚","畢","component","2"
"熛","火","component","1"
"熛","票","component","2"
"熜","悤","component","2"
"熜","火","component","1"
"熝","火","component","1"
"熝","鹿","component","2"
"熞","堅","component","2"
"熞","火","component","1"
"熟","孰","component","1"
"熟","灬","component","2"
"熠","火","component","1"
"熠","習","component","2"
"熡","婁","component","2"
"熡","火","component","1"
"熢","火","component","1"
"熢","逢","component","2"
